sep=;
Time;cpu/usage_rate.sum;cpu/request.sum;performance.gold.users
2019-08-05T11:19:12.500Z;null;null;undefined
2019-08-05T11:19:13.000Z;null;null;undefined
2019-08-05T11:19:13.500Z;null;null;undefined
2019-08-05T11:19:14.000Z;null;null;undefined
2019-08-05T11:19:14.500Z;null;null;undefined
2019-08-05T11:19:15.000Z;1565;1500;undefined
2019-08-05T11:19:15.500Z;null;null;undefined
2019-08-05T11:19:16.000Z;null;null;undefined
2019-08-05T11:19:16.500Z;null;null;undefined
2019-08-05T11:19:17.000Z;null;null;undefined
2019-08-05T11:19:17.500Z;null;null;undefined
2019-08-05T11:19:18.000Z;null;null;undefined
2019-08-05T11:19:18.500Z;null;null;undefined
2019-08-05T11:19:19.000Z;null;null;undefined
2019-08-05T11:19:19.500Z;null;null;undefined
2019-08-05T11:19:20.000Z;null;null;undefined
2019-08-05T11:19:20.500Z;null;null;undefined
2019-08-05T11:19:21.000Z;null;null;undefined
2019-08-05T11:19:21.500Z;null;null;undefined
2019-08-05T11:19:22.000Z;null;null;undefined
2019-08-05T11:19:22.500Z;null;null;undefined
2019-08-05T11:19:23.000Z;null;null;undefined
2019-08-05T11:19:23.500Z;null;null;undefined
2019-08-05T11:19:24.000Z;null;null;undefined
2019-08-05T11:19:24.500Z;null;null;undefined
2019-08-05T11:19:25.000Z;null;null;undefined
2019-08-05T11:19:25.500Z;null;null;undefined
2019-08-05T11:19:26.000Z;null;null;undefined
2019-08-05T11:19:26.500Z;null;null;undefined
2019-08-05T11:19:27.000Z;null;null;undefined
2019-08-05T11:19:27.500Z;null;null;undefined
2019-08-05T11:19:28.000Z;null;null;undefined
2019-08-05T11:19:28.500Z;null;null;undefined
2019-08-05T11:19:29.000Z;null;null;undefined
2019-08-05T11:19:29.500Z;null;null;undefined
2019-08-05T11:19:30.000Z;1505;1500;undefined
2019-08-05T11:19:30.500Z;null;null;undefined
2019-08-05T11:19:31.000Z;null;null;undefined
2019-08-05T11:19:31.500Z;null;null;undefined
2019-08-05T11:19:32.000Z;null;null;undefined
2019-08-05T11:19:32.500Z;null;null;undefined
2019-08-05T11:19:33.000Z;null;null;undefined
2019-08-05T11:19:33.500Z;null;null;undefined
2019-08-05T11:19:34.000Z;null;null;undefined
2019-08-05T11:19:34.500Z;null;null;undefined
2019-08-05T11:19:35.000Z;null;null;undefined
2019-08-05T11:19:35.500Z;null;null;undefined
2019-08-05T11:19:36.000Z;null;null;undefined
2019-08-05T11:19:36.500Z;null;null;undefined
2019-08-05T11:19:37.000Z;null;null;undefined
2019-08-05T11:19:37.500Z;null;null;undefined
2019-08-05T11:19:38.000Z;null;null;undefined
2019-08-05T11:19:38.500Z;null;null;undefined
2019-08-05T11:19:39.000Z;null;null;undefined
2019-08-05T11:19:39.500Z;null;null;undefined
2019-08-05T11:19:40.000Z;null;null;undefined
2019-08-05T11:19:40.500Z;null;null;undefined
2019-08-05T11:19:41.000Z;null;null;undefined
2019-08-05T11:19:41.500Z;null;null;undefined
2019-08-05T11:19:42.000Z;null;null;undefined
2019-08-05T11:19:42.500Z;null;null;undefined
2019-08-05T11:19:43.000Z;null;null;undefined
2019-08-05T11:19:43.500Z;null;null;undefined
2019-08-05T11:19:44.000Z;null;null;undefined
2019-08-05T11:19:44.500Z;null;null;undefined
2019-08-05T11:19:45.000Z;1482;1500;undefined
2019-08-05T11:19:45.500Z;null;null;undefined
2019-08-05T11:19:46.000Z;null;null;undefined
2019-08-05T11:19:46.500Z;null;null;undefined
2019-08-05T11:19:47.000Z;null;null;undefined
2019-08-05T11:19:47.500Z;null;null;undefined
2019-08-05T11:19:48.000Z;null;null;undefined
2019-08-05T11:19:48.500Z;null;null;undefined
2019-08-05T11:19:49.000Z;null;null;undefined
2019-08-05T11:19:49.500Z;null;null;undefined
2019-08-05T11:19:50.000Z;null;null;undefined
2019-08-05T11:19:50.500Z;null;null;undefined
2019-08-05T11:19:51.000Z;null;null;undefined
2019-08-05T11:19:51.500Z;null;null;undefined
2019-08-05T11:19:52.000Z;null;null;undefined
2019-08-05T11:19:52.500Z;null;null;undefined
2019-08-05T11:19:53.000Z;null;null;undefined
2019-08-05T11:19:53.500Z;null;null;undefined
2019-08-05T11:19:54.000Z;null;null;undefined
2019-08-05T11:19:54.500Z;null;null;undefined
2019-08-05T11:19:55.000Z;null;null;undefined
2019-08-05T11:19:55.500Z;null;null;undefined
2019-08-05T11:19:56.000Z;null;null;undefined
2019-08-05T11:19:56.500Z;null;null;undefined
