sep=;
Time;cpu/usage_rate.sum;cpu/request.sum;performance.gold.users
2019-08-05T22:08:12.000Z;undefined;null;undefined
2019-08-05T22:08:13.000Z;undefined;null;undefined
2019-08-05T22:08:14.000Z;undefined;null;undefined
2019-08-05T22:08:15.000Z;undefined;250;undefined
2019-08-05T22:08:16.000Z;undefined;null;undefined
2019-08-05T22:08:17.000Z;undefined;null;undefined
2019-08-05T22:08:18.000Z;undefined;null;undefined
2019-08-05T22:08:19.000Z;undefined;null;undefined
2019-08-05T22:08:20.000Z;undefined;null;undefined
2019-08-05T22:08:21.000Z;undefined;null;undefined
2019-08-05T22:08:22.000Z;undefined;null;undefined
2019-08-05T22:08:23.000Z;undefined;null;undefined
2019-08-05T22:08:24.000Z;undefined;null;undefined
2019-08-05T22:08:25.000Z;undefined;null;undefined
2019-08-05T22:08:26.000Z;undefined;null;undefined
2019-08-05T22:08:27.000Z;undefined;null;undefined
2019-08-05T22:08:28.000Z;undefined;null;undefined
2019-08-05T22:08:29.000Z;undefined;null;undefined
2019-08-05T22:08:30.000Z;undefined;250;undefined
2019-08-05T22:08:31.000Z;undefined;null;undefined
2019-08-05T22:08:32.000Z;undefined;null;undefined
2019-08-05T22:08:33.000Z;undefined;null;undefined
2019-08-05T22:08:34.000Z;undefined;null;undefined
2019-08-05T22:08:35.000Z;undefined;null;undefined
2019-08-05T22:08:36.000Z;undefined;null;undefined
2019-08-05T22:08:37.000Z;undefined;null;undefined
2019-08-05T22:08:38.000Z;undefined;null;undefined
2019-08-05T22:08:39.000Z;undefined;null;undefined
2019-08-05T22:08:40.000Z;undefined;null;undefined
2019-08-05T22:08:41.000Z;undefined;null;undefined
2019-08-05T22:08:42.000Z;undefined;null;undefined
2019-08-05T22:08:43.000Z;undefined;null;undefined
2019-08-05T22:08:44.000Z;undefined;null;undefined
2019-08-05T22:08:45.000Z;undefined;250;undefined
2019-08-05T22:08:46.000Z;undefined;null;undefined
2019-08-05T22:08:47.000Z;undefined;null;undefined
2019-08-05T22:08:48.000Z;undefined;null;undefined
2019-08-05T22:08:49.000Z;undefined;null;undefined
2019-08-05T22:08:50.000Z;undefined;null;undefined
2019-08-05T22:08:51.000Z;undefined;null;undefined
2019-08-05T22:08:52.000Z;undefined;null;undefined
2019-08-05T22:08:53.000Z;undefined;null;undefined
2019-08-05T22:08:54.000Z;undefined;null;undefined
2019-08-05T22:08:55.000Z;undefined;null;undefined
2019-08-05T22:08:56.000Z;undefined;null;undefined
2019-08-05T22:08:57.000Z;undefined;null;undefined
2019-08-05T22:08:58.000Z;undefined;null;undefined
2019-08-05T22:08:59.000Z;undefined;null;undefined
2019-08-05T22:09:00.000Z;undefined;250;undefined
2019-08-05T22:09:01.000Z;undefined;null;undefined
2019-08-05T22:09:02.000Z;undefined;null;undefined
2019-08-05T22:09:03.000Z;undefined;null;undefined
2019-08-05T22:09:04.000Z;undefined;null;undefined
2019-08-05T22:09:05.000Z;undefined;null;undefined
2019-08-05T22:09:06.000Z;undefined;null;undefined
2019-08-05T22:09:07.000Z;undefined;null;undefined
2019-08-05T22:09:08.000Z;undefined;null;undefined
